ID,var_rpta_alt,Prob_uno
395439#337075#743527,1,0.3414043968206555
347270#867553#212789,1,0.3896673829257406
536886#1058552#21790,1,0.6578628638867469
465920#676798#403544,1,0.5205464185552685
601632#860831#219511,1,0.35905465245726736
255390#813794#266548,1,0.37912149430944725
66506#807603#272739,0,0.2601848987770879
465019#821606#258736,1,0.6727899701375829
427951#959896#120446,1,0.47743428843864594
14044#689210#391132,1,0.4249392390655834
564604#1034157#46185,1,0.43288221121546844
120585#948987#131355,1,0.4700412051178157
501071#1038132#42210,1,0.36362104394805184
484507#92453#995312,1,0.9541444766745423
533810#703317#377025,1,0.4405048186961212
567320#977403#102939,0,0.13263430988178157
572741#688083#392259,0,0.2950414187609586
371988#509494#570848,1,0.39658181414917676
29198#764318#316024,1,0.3254217687594952
1082#493429#586913,1,0.4310955393429394
145695#171470#916663,0,0.292217658331126
220345#92671#995093,1,0.9567603607928525
200287#246941#836056,0,0.3199159534596815
241057#341590#739063,1,0.49826307435189304
604703#425265#654711,1,0.5583037710026534
478376#311755#771387,1,0.39136130262435026
222563#874120#206222,0,0.30975469543590095
105209#709766#370576,0,0.3136748359307215
506971#55310#1049645,1,0.4324258931769342
18906#209923#872813,1,0.37650620775692883
44817#249099#833903,1,0.3972907774633965
416879#712173#368169,1,0.461233194875497
168500#702094#378248,1,0.6524703139551147
246689#1009693#70649,1,0.4263099501636549
604723#1019951#60391,1,0.40160347993802353
10231#694296#386046,0,0.3223501493707873
420498#731442#348900,1,0.5421062558573817
194599#464383#615959,1,0.5958982941227052
469865#94116#993661,1,0.4212372615233151
325299#840083#240259,1,0.3938313296452067
111717#225935#856878,1,0.7600335936716672
43911#534351#545991,0,0.22404340895927793
630744#542569#537773,1,0.4498168503059614
611580#690398#389944,1,0.6263763370186944
387112#199779#888490,1,0.354414893819177
620884#592681#487661,1,0.4058415163978865
114413#477966#602376,1,0.4769723619702746
150359#830182#250160,1,0.9040832689939605
118163#1009516#70826,1,0.5689673203464767
408616#79117#1026041,1,0.32680494328202686
14001#996120#84222,1,0.5796356170532831
166340#1056904#23438,0,0.2951199466385559
389612#177689#910427,1,0.5580941162475389
301692#777217#303125,1,0.6603336887084313
139612#826139#254203,1,0.4409601774732418
237188#797309#283033,1,0.38121644570414726
387893#819446#260896,1,0.45644971833539744
237402#543136#537206,1,0.7088902165537248
156577#134153#953873,1,0.5824877473867818
147698#498887#581455,0,0.29087153934226373
525130#656344#423998,1,0.6489132163193024
192439#111293#976512,1,0.7466612819645195
59490#171049#917090,1,0.6016035197548291
149547#647978#432364,1,0.6028076465899036
256444#512915#567427,1,0.6212075753855044
431430#41413#1063684,1,0.7012929782864472
146717#518646#561696,1,0.5018100731367595
435637#773648#306694,0,0.25574863059014247
445395#915256#165086,0,0.2851635528288542
242680#824240#256102,1,0.4996233963876277
320990#715138#365204,0,0.25426993562849953
17371#427455#652529,1,0.5932908808194378
585709#689468#390874,1,0.564836955113681
485720#936060#144282,1,0.3537681035522621
72933#1046998#33344,0,0.31256551376178854
135379#400179#679727,1,0.49755714245089294
55818#631736#448606,1,0.6250687449156642
92235#964038#116304,1,0.5746475034906995
495940#868253#212089,0,0.16547188741283284
572932#516456#563886,1,0.7966241219710306
432839#192723#895522,1,0.37168444187324023
435355#1073370#6972,1,0.6319933471045582
204878#295034#788060,0,0.2791862669911896
238344#463733#616609,1,0.3843626214222518
396887#100591#987186,1,0.41780262275509367
236224#496859#583483,0,0.23911833309931624
112376#238263#844722,1,0.47035496610899663
360253#312721#770419,1,0.3364730470790777
40113#109654#978140,1,0.5990336871657392
70022#852127#228215,1,0.7565200466320908
201579#135691#952397,1,0.4495980636874784
631383#852546#227796,1,0.4012928010198067
373931#208985#873740,1,0.744034658796822
223971#657804#422538,1,0.6978864776147075
298230#125077#962750,1,0.38090361086698515
194918#37615#1067446,1,0.5852001839191366
78367#392135#687765,1,0.4007081658042989
135879#80531#1024701,1,0.46206626128124484
584866#323315#759818,1,0.5637205629826246
500948#373239#706614,1,0.3959580828545122
164429#566589#513753,0,0.30478353883254944
134974#294449#788642,1,0.3390180671458499
515522#351465#729304,1,0.6411892144294347
162158#814501#265841,1,0.4693931856473947
395460#1047415#32927,1,0.41085516774322384
482423#544455#535887,1,0.3489123706546967
221232#713922#366420,1,0.4586398664819668
518357#637595#442747,0,0.2776893489581865
44536#409329#670595,1,0.9182478842019558
283573#550820#529522,1,0.5012652936301033
259429#756755#323587,0,0.0673732689306771
622747#326980#756149,1,0.42981338709723943
520501#177796#910320,0,0.22317496802415354
45317#200308#887960,0,0.24221099519602216
453700#495925#584417,1,0.9705762426743909
496855#980462#99880,1,0.504102626268967
437858#513149#567193,1,0.4251537937152348
245029#896973#183369,0,0.31970088468761493
612558#362729#717126,1,0.49718537139447144
622763#343535#737137,1,0.6705258483951481
338476#867201#213141,0,0.14954181748097506
516565#356508#723355,1,0.3764336716352436
249862#235580#847312,1,0.3466358845122748
165792#597497#482845,1,0.4708790120230304
318086#806367#273975,1,0.6106677713959731
484148#1007052#73290,0,0.29614670795679804
476892#641691#438651,1,0.7336052459037296
291596#670714#409628,0,0.28860642382503615
491539#993183#87159,1,0.49798249132815364
540034#201874#883366,1,0.640720773752389
621292#367136#712725,1,0.6764686639851807
70403#856219#224123,0,0.2475460002874939
546823#138746#949350,1,0.5058299278694665
376627#1074816#5526,1,0.5814504106357317
12531#214880#867875,1,0.5159281992851376
640#740199#340143,1,0.899411102508938
375113#132928#955016,0,0.17438529487091778
33011#205682#879587,1,0.5359864956230801
338935#881429#198913,0,0.2606723321896032
454148#59313#1045663,1,0.37401424285761026
625940#355575#724289,0,0.3216283794813152
87383#589765#490577,0,0.21829387448779708
121342#1023398#56944,1,0.4790557779304924
167966#402809#677111,0,0.2348380950811433
238804#787407#292935,1,0.48364266527735755
400564#764872#315470,1,0.69554669819793
17677#841339#239003,1,0.36747476064317497
17677#841346#238996,1,0.36011938650948055
476520#948442#131900,1,0.5921681277927182
412293#126651#961184,1,0.45399355341090736
67599#969128#111214,1,0.9216851227737972
420101#86992#1018273,1,0.479652303420716
575438#888048#192294,1,0.3685446205654164
609534#1034069#46273,1,0.7703663488814969
481774#711819#368523,1,0.7552353797878383
474787#551749#528593,0,0.17092338027891069
212302#516065#564277,1,0.4040808273164554
225919#722483#357859,1,0.4214350753884211
491459#318028#765113,1,0.3990499050642004
387574#577586#502756,0,0.22342691200756873
121984#469803#610539,1,0.46639622006657794
194222#267734#815277,1,0.5447880133408958
29028#542351#537991,0,0.16061632983397223
631157#398225#681680,1,0.5148623046550561
100863#151932#936172,1,0.5699454918026254
399124#272676#810342,1,0.5355547670943773
233775#910746#169596,1,0.912727517080492
408087#232182#850653,1,0.6629689671042627
419019#290260#792794,1,0.4167890966527038
262186#434379#645790,0,0.1834010062242284
396212#152042#936060,1,0.6732798159911031
152950#151203#936893,1,0.4925577163611373
380689#294506#788586,1,0.36502280930735853
478438#440396#639908,1,0.44829683165049505
337093#762555#317787,1,0.49058925697579603
330358#751393#328949,1,0.5548149299098049
554775#345034#735644,0,0.2524499878527019
58639#215242#867511,1,0.3717498096114785
194293#335199#745385,1,0.48462331785291884
95214#290839#792215,1,0.46281883992271916
410871#600347#479995,1,0.9729238996637282
516322#811811#268531,1,0.5930235951072299
17659#567069#513273,1,0.38919536686811135
272372#468905#611437,1,0.37663438387322695
446071#1002069#78273,1,0.441886324171059
52956#511695#568647,0,0.2818221713468093
412727#976671#103671,1,0.39967450861557463
600313#77315#1027767,1,0.40585596242945327
511430#411538#668383,1,0.4882721773378784
190605#987534#92808,1,0.37465382951491827
121680#178831#909292,1,0.5921715181006744
160496#563049#517293,1,0.4020238144049583
339228#867564#212778,1,0.4227114597178356
554347#286368#796692,1,0.47223579500261464
592092#554699#525643,1,0.9504763858624868
126029#86919#1018347,0,0.2469442853131919
299427#336374#744208,1,0.5116375894654192
477005#381683#698170,0,0.2838851271081517
15157#147152#940942,1,0.4419775853449866
125736#794261#286081,1,0.7154266709680509
61326#652655#427687,1,0.330177122541243
116588#796700#283642,1,0.40149752358087004
454118#151806#936300,1,0.40232628224692896
594021#146280#941814,1,0.3846987630857409
140128#716138#364204,1,0.7026090450342575
113760#81490#1023757,0,0.30380944795350484
316043#978879#101463,0,0.13718806676516815
189975#273450#809566,1,0.5864769454346688
573972#239651#843371,1,0.6040034026593951
321937#1006872#73470,1,0.6275486153419896
379222#953786#126556,1,0.5909873841794895
357697#1006034#74308,0,0.15802997081625797
395258#593891#486451,1,0.38386470971962117
171981#278900#804141,1,0.35466205061823164
1480#654425#425917,1,0.430828964810432
209171#464566#615776,1,0.5607230004142372
615011#536898#543444,1,0.37218798132601094
55913#317981#765156,1,0.5203759340706922
36195#641384#438958,1,0.6590266343396763
350804#842428#237914,1,0.5457290970930084
9321#459036#621307,1,0.3584809714451999
63088#1022800#57542,0,0.24647895771047146
502500#464904#615438,1,0.6605271127618084
591088#191997#896244,1,0.36248089413394097
41587#463553#616789,1,0.3754884828703778
230892#874465#205877,1,0.393010593894747
589064#519857#560485,1,0.5455118044289518
542428#572087#508255,1,0.7080162756446259
375455#886020#194322,1,0.37335058874316923
516286#898634#181708,0,0.2290609582314075
389309#52660#1052292,1,0.6279168814088651
453390#684236#396106,1,0.9074297568985938
38840#889566#190776,1,0.4484990742276088
160026#237219#845738,1,0.5979916918012798
9350#1028595#51747,1,0.32596213108481864
410650#605836#474506,0,0.24678732679356194
213895#655520#424822,1,0.46221504850704886
296199#224158#858644,1,0.46228129842546095
26856#330942#749619,1,0.948555708468046
83987#46866#1057962,1,0.3474013794215384
19659#643083#437259,1,0.563135191347009
111929#44548#1060273,1,0.516748400710645
69206#161591#926514,1,0.6629395264311215
621294#67768#1037267,1,0.3809618057060921
170546#857887#222455,1,0.3996271303299832
530865#306936#776182,1,0.9321646964414402
98893#490522#589820,1,0.34137124858601703
102266#644704#435638,1,0.4357033422780937
179892#340230#740411,1,0.3729070451943426
629240#566099#514243,1,0.460501510441315
174592#811502#268840,1,0.46580146772172787
331623#636455#443887,0,0.3002619672804361
573612#363789#716061,1,0.6094367861908485
258119#833120#247222,1,0.521037219515583
279575#722875#357467,1,0.4430070753584724
295315#254550#828441,0,0.1394898025716919
346441#146351#941744,1,0.5722755676245065
250079#748285#332057,1,0.5076609867747172
126716#856013#224329,0,0.27150434483703867
499969#599195#481147,1,0.44512475006639773
140498#636417#443925,1,0.44639873651151596
181881#606022#474320,0,0.19385738254767682
278609#178789#909333,1,0.47337100795265846
400350#548470#531872,1,0.5666670100574333
160877#262830#820154,1,0.37422667441108437
542969#159121#928987,1,0.6847939360788987
604440#682591#397751,1,0.39350082929065816
261999#530268#550074,0,0.30252333413594984
141591#110738#977069,1,0.4615741830798708
107307#337779#742845,1,0.5274546104666579
403275#280882#802161,1,0.5305987896872828
433208#47402#1057422,1,0.3555763269362286
108933#487746#592596,0,0.19836723282115098
467784#729247#351095,1,0.42549562999049256
162422#305187#777918,1,0.8899489102633713
508215#826915#253427,1,0.5768207461801482
130752#564464#515878,1,0.5719967157094835
74278#369530#710326,1,0.34662227027313647
516872#541900#538442,0,0.2975114160370651
85259#142667#945431,0,0.2676399740407599
338430#315585#767559,1,0.343944315555332
258156#801292#279050,1,0.47300165701788854
303826#192585#895660,1,0.7292204101727654
620412#845716#234626,1,0.5863070389173994
254191#851537#228805,1,0.3799591165918551
64273#281543#801504,1,0.9329148749045495
40523#261119#821863,1,0.5390886710967452
347965#366024#713825,0,0.24940918629041908
521791#214413#868346,0,0.2888663454082889
388745#431573#648483,1,0.9159881612126449
248535#406504#673416,1,0.4414895618594531
204336#885659#194683,0,0.27707977576325366
472307#818251#262091,1,0.43333669371363315
256377#817214#263128,1,0.4956446873054235
378474#211145#871607,1,0.40709772907540975
413095#987601#92741,1,0.5173709969767061
181861#599576#480766,0,0.23936348241064653
444989#960290#120052,1,0.6415991673842821
393316#35225#1069829,1,0.6811817177069434
620622#944571#135771,1,0.38743473176708837
388184#773686#306656,1,0.4868315863295513
9595#351205#729561,1,0.6657902753443659
309606#977209#103133,0,0.2580620071045771
562879#945251#135091,1,0.41301163601493585
303211#530493#549849,0,0.18308582556060624
198778#739883#340459,1,0.33112864591361824
42292#875396#204946,0,0.30516266815043813
20666#229119#853714,1,0.35563532443861834
213361#772626#307716,1,0.48218567606964297
388249#845568#234774,1,0.49846503741592246
243462#742747#337595,1,0.34621307079985825
512807#770530#309812,1,0.9503003270490903
503351#763814#316528,1,0.5181437849112168
78883#86626#1018641,1,0.39010327764913544
418825#1050768#29574,0,0.13080461894092021
612016#501032#579310,1,0.519816359855444
285013#779471#300871,1,0.39659382725022424
82505#784489#295853,1,0.35761014743454916
132644#474731#605611,1,0.3292297507931645
429883#564125#516217,1,0.3817716246071644
352487#368364#711498,1,0.6052580467636266
627284#58563#1046419,0,0.23530900908067287
376375#64662#1040345,0,0.32076900448269735
602163#72038#1033021,0,0.32036792864289987
498292#311591#771553,1,0.5263444371667757
98238#802299#278043,0,0.14650760854461184
111999#290374#792682,1,0.41125183494156275
145103#170000#918132,1,0.5293859232698199
593045#956875#123467,1,0.974828120295493
309463#509993#570349,1,0.492122917658702
286220#33938#1071088,0,0.27432993527723
619868#324655#758474,1,0.5473871170269659
612757#324469#758661,1,0.43987316227245166
384161#194228#894026,0,0.22218525796763028
527756#573800#506542,0,0.0944867488950313
5517#798007#282335,1,0.37880479648901966
47206#488124#592218,1,0.390397468116508
523064#698597#381745,1,0.40046313966021346
351235#886444#193898,0,0.22879969653962087
249796#582714#497628,0,0.21423549458439822
466917#271421#811591,1,0.5949685566808486
373242#840405#239937,1,0.6939618410413005
66597#190247#897989,1,0.6376581665780335
154426#381913#697940,1,0.44619603714843686
155643#38469#1066619,1,0.658860920125032
469409#1027091#53251,1,0.4456210211616397
140708#338161#742477,0,0.2854211298865336
125112#436655#643616,0,0.25418250332160186
264400#293554#789526,0,0.14229391570600708
99862#649522#430820,0,0.2716495705609986
254424#163073#925044,1,0.4174840407358008
115667#136666#951436,0,0.2777050329612133
83454#742574#337768,1,0.5272573174727271
109194#501498#578844,1,0.5238392986117351
601825#542289#538053,1,0.3615794232228633
149770#247973#835030,1,0.388304295475412
53474#120013#967810,1,0.9804269830979448
285866#204045#881206,1,0.953586391293949
383230#153572#934533,0,0.3133129217270712
367325#407952#671968,1,0.6779093896141586
413816#989216#91126,1,0.7986911673896374
548786#149802#938290,1,0.6293427789595248
485462#702365#377977,0,0.22894748946878127
530367#866456#213886,1,0.4526417669629725
192976#872021#208321,1,0.4633947935002911
559794#741935#338407,1,0.4747437888246886
219703#106380#981404,1,0.5043990381135176
209115#625858#454484,0,0.2466176020731578
166214#942813#137529,1,0.6102976442117868
212503#169869#918264,0,0.2969742566951498
79590#364697#715156,1,0.47683042150314897
63373#467878#612464,1,0.43105656388452784
12875#45149#1059674,1,0.486753564544059
602367#54798#1050149,1,0.6502716653530181
304113#576888#503454,1,0.9473054455332968
268176#273351#809664,1,0.5623918020337113
79509#551849#528493,1,0.8778400571452613
271917#327881#755258,1,0.5982912445213926
569575#654077#426265,1,0.3913444731519082
289867#775308#305034,1,0.42075238177379265
390222#842955#237387,1,0.6922864942529955
133879#871515#208827,1,0.3742792542991617
460406#881393#198949,0,0.2696500568458868
412351#1000407#79935,1,0.3643758550103829
490524#374608#705242,0,0.1651029962977988
11975#866748#213594,0,0.2540633491186613
577984#204449#880806,1,0.5577417639420473
131630#81781#1023460,1,0.46043228567417976
484039#177818#910298,1,0.4606736706387663
184098#412409#667507,1,0.43386189623127347
404649#1043703#36639,1,0.4558539292666887
86516#423762#656220,1,0.43343154679528045
137639#955379#124963,1,0.9172139417483886
274113#759952#320390,1,0.7582109658307217
297710#535535#544807,1,0.42229081015554726
489310#1011478#68864,1,0.6455650605171891
501312#68661#1036381,1,0.4490088960754674
121801#273767#809250,1,0.4305251903695616
511944#74607#1030446,1,0.4061851409054479
39#817198#263144,0,0.27927456450085913
360911#1043367#36975,1,0.5466200527363785
397448#610796#469546,1,0.44482608549379904
450255#49614#1055224,1,0.3888354117192861
551218#205820#879446,1,0.6328636866139388
224288#519714#560628,1,0.3709883965594612
265637#465322#615020,1,0.7256659914137116
200176#47720#1057106,0,0.26814706764592444
83282#551469#528873,0,0.21393461773042963
565618#480814#599528,1,0.5710260608004895
618662#389477#690373,1,0.5614678406394132
112796#110634#977173,1,0.6224550226948027
393266#719548#360794,1,0.6585869936736677
553513#836976#243366,1,0.48566586271818063
559449#359589#720274,1,0.4317142142198
287168#107465#980329,1,0.5409400794102426
393843#986716#93626,1,0.5631829463574144
379757#803596#276746,0,0.23846973389957762
467976#426131#653845,1,0.6557753731832578
30786#885838#194504,1,0.3751461599420999
56336#955365#124977,1,0.43892183438939064
195518#515653#564689,1,0.977542987210505
161711#836400#243942,1,0.4265235024907309
251644#440867#639447,0,0.20977957343317405
180081#984121#96221,1,0.5410292557491163
542428#572089#508253,1,0.7281990769272145
149727#597927#482415,0,0.29847262727550866
153751#999931#80411,1,0.5907706954993437
97559#669882#410460,1,0.46483895972242534
58389#382554#697296,1,0.41259470742109916
3164#660483#419859,1,0.44267670482693927
457043#152467#935631,0,0.258841172071551
568278#639142#441200,0,0.30658098771478204
456893#1016527#63815,1,0.526630089999967
151968#942474#137868,1,0.9486550494878554
445655#245748#837247,1,0.9668036525696058
492082#838509#241833,1,0.5655423621155611
472163#148948#939145,0,0.3048791148289205
54843#135877#952214,0,0.2983975531081632
195539#790308#290034,1,0.38932047906475303
474376#1036475#43867,1,0.4392988462297656
21983#673819#406523,0,0.3114930337150445
116667#482332#598010,0,0.2530885376193697
420287#298317#784785,1,0.9645605294200985
552226#448262#632088,1,0.33740174447156457
277473#960815#119527,1,0.3565629906060877
48282#968143#112199,1,0.6907922413204401
219572#592534#487808,1,0.9724487779705855
231555#836415#243927,1,0.927309111903324
596368#667276#413066,1,0.5947100361624186
547165#135782#952308,1,0.5333663859288699
395737#78756#1026384,0,0.28250644194957325
518251#982406#97936,0,0.30655705291274105
571700#118939#968890,0,0.2919518677181004
124973#627906#452436,1,0.43138867473406367
226251#1077328#3014,1,0.6709141940919635
555944#338954#741691,1,0.455610862236441
70083#484634#595708,1,0.42267687486763844
536322#248141#834862,0,0.2967549639562301
97861#474120#606222,1,0.35044431955699223
392069#525708#554634,0,0.27051485120301694
495305#593613#486729,1,0.5525121241238145
346177#381610#698243,1,0.6918523523476782
304882#775928#304414,1,0.4947987497980392
180981#706987#373355,1,0.38703812072685606
293054#144466#943632,1,0.466639084001979
123768#223603#859195,1,0.38184160982917587
95927#655103#425239,1,0.3256664275014113
372811#60092#1044886,1,0.3310616583614715
23466#223980#858820,1,0.7228679753743142
229345#517126#563216,1,0.5500960482294054
591017#1013588#66754,1,0.4789078813448825
591390#1067429#12913,1,0.5389753038960049
574958#413259#666657,1,0.5494673346803922
187505#451538#628822,1,0.4051609016205101
247464#535098#545244,0,0.10073029380253098
298611#1064677#15665,1,0.48512123630603465
397791#284455#798601,1,0.6023044300164264
377325#306006#777105,1,0.5208101501201915
231372#991045#89297,1,0.7117832694453552
222323#144309#943793,1,0.9214533480165567
613730#666435#413907,1,0.3469175684345525
118239#128325#959527,1,0.7941375298667489
297644#795705#284637,0,0.23598224095116116
154962#434631#645546,1,0.6263212578630907
77296#946425#133917,1,0.5240589314312128
450544#838925#241417,1,0.5950674843090862
388738#1064799#15543,1,0.656377538663265
38811#776321#304021,1,0.45689291218461775
410412#841200#239142,0,0.28039665675903186
188959#607363#472979,1,0.3673452746928624
233959#755246#325096,1,0.531029472073613
567185#313911#769228,1,0.3668555521903987
442299#961846#118496,1,0.6378452502547434
287957#417857#662142,0,0.31980983453937395
250231#712150#368192,1,0.9352843552006518
147082#269405#813608,1,0.5280917194507495
458724#213904#868858,1,0.33866899256525523
420275#334251#746327,1,0.729442224427316
478448#181359#906778,0,0.28319734910285405
144100#506087#574255,1,0.4364514173140016
291025#729365#350977,1,0.4472724238287089
281907#101187#986586,1,0.7368084430416155
294356#645977#434365,1,0.33973931298470594
487266#1012292#68050,1,0.5264794188273193
14784#405904#674017,1,0.3428213135790392
591219#331049#749511,1,0.3553653505673959
598119#533524#546818,1,0.8080288181767521
120719#793898#286444,1,0.4042776814933246
67178#904049#176293,1,0.3351995032460289
355649#294450#788641,1,0.5044701356309338
59694#139145#948953,1,0.504787921793053
12751#858691#221651,0,0.22649116524206986
311850#559985#520357,0,0.12429100955310411
3035#809271#271071,0,0.24082181770156225
11685#1034302#46040,1,0.44821662095316156
336378#815369#264973,1,0.5299662851913672
385583#511124#569218,1,0.5850611265516388
181435#464366#615976,1,0.6555453802441074
198735#128388#959465,1,0.7136415297181691
628387#885958#194384,0,0.2662644657201446
554307#268935#814077,1,0.4698252869792508
358599#46715#1058116,0,0.30903161172451316
55042#877945#202397,0,0.3078384450975989
72961#601339#479003,0,0.18333247388148033
426509#554909#525433,1,0.45786286691432915
322033#377168#702689,0,0.2282784004233954
283398#300765#782349,1,0.5107564647412556
386105#790779#289563,0,0.24546575262045378
171544#1009017#71325,1,0.4489399811565075
164711#760148#320194,1,0.4423252885597267
303579#159287#928820,0,0.286142719215772
123519#116531#971283,1,0.43850850941686903
537569#460948#619389,1,0.3344656210071676
464481#891235#189107,0,0.2773458405567876
504882#835560#244782,1,0.4094642148510321
567229#1072954#7388,1,0.6317319017626012
145665#608905#471437,0,0.3060717031760764
107178#502605#577737,0,0.17065129383465033
129583#839256#241086,1,0.4083964559859266
162162#573335#507007,0,0.25403850481451595
291612#1020803#59539,1,0.5510717078870563
427965#909125#171217,1,0.514212935169591
593398#1077135#3207,1,0.5651698907630822
427930#547474#532868,1,0.376503242465106
305258#598085#482257,0,0.22766239933994753
564816#72397#1032661,1,0.44897836389241547
111519#593404#486938,1,0.4198038294826736
361937#289657#793403,1,0.5793942819842668
633355#549017#531325,1,0.5166361734867533
516804#869244#211098,0,0.16416430436052218
144005#191049#897189,1,0.5783424310884501
3344#975383#104959,1,0.9245104094408115
53092#482296#598046,1,0.38914501729984924
67546#653937#426405,0,0.31823276048620563
621652#429347#650649,1,0.7703050291115064
599166#1018193#62149,1,0.7941853625502752
306761#761443#318899,0,0.08253492451778745
418851#408468#671448,1,0.5866305677088712
265192#789839#290503,1,0.9762487564323569
18075#594037#486305,1,0.5519757824618571
176680#770168#310174,1,0.38542961482489024
217164#574497#505845,1,0.39025831692695756
598304#875555#204787,0,0.10640889199957032
170520#554716#525626,1,0.39781906130031713
232854#1073525#6817,1,0.39661591787755723
191618#110677#977131,1,0.7597134734791565
188211#82953#1022296,1,0.39885792658816244
376858#177296#910815,1,0.6885838370750141
452192#685755#394587,0,0.32080294489983385
252281#712266#368076,1,0.6320734434083205
440488#374364#705487,0,0.3084445875619521
421794#953155#127187,1,0.3883791748883635
508430#896924#183418,1,0.4485733460424122
423301#718710#361632,1,0.4240223555742655
560478#652145#428197,1,0.45622650179050633
10703#116158#971658,1,0.6568929553575886
554221#490874#589468,1,0.8666354228870629
480937#865437#214905,1,0.43901446038289593
390430#163995#924124,1,0.43899727590564624
476602#639449#440893,1,0.4823992158434325
509911#41139#1063964,0,0.32257541688742813
190154#619853#460489,0,0.27223935994997084
140387#831396#248946,1,0.4623728129261175
205845#113987#973828,0,0.3173029750395709
271978#604096#476246,0,0.1183666880297141
162292#173260#914863,1,0.5064680024384811
179037#963499#116843,1,0.4439285913670197
34834#1056997#23345,1,0.5899439262167953
238246#323688#759444,1,0.7159602666428959
212072#998527#81815,1,0.5186389538003194
430954#307140#775983,1,0.68106764856686
610675#275206#807822,1,0.5817905290363768
184232#97940#989825,1,0.5425079395294684
302596#343402#737263,0,0.21445077318914574
320595#222084#860711,1,0.43279456263007815
532840#112211#975601,1,0.548434484783811
375367#115811#972008,1,0.7418596180588632
247813#432616#647468,1,0.40960425206482803
603432#682104#398238,0,0.31902738518311946
446601#527250#553092,1,0.5662879866546693
475914#517177#563165,1,0.5343474257749978
221733#150988#937107,1,0.4535739493794711
1824#557929#522413,1,0.6640370639881631
465029#633702#446640,1,0.5759571826008749
22744#428504#651494,1,0.6444736619246445
61135#265126#817863,1,0.5243201687012794
378310#827237#253105,1,0.42738838213138863
238116#454714#625629,1,0.4633777802687057
254532#155074#933035,1,0.35026925382595114
588446#710596#369746,1,0.5670229306356205
599688#527124#553218,0,0.12876699998209934
476911#641779#438563,1,0.4406148243173926
199309#713669#366673,0,0.23532076363127413
20564#872950#207392,0,0.25822867684696077
248192#79879#1025319,0,0.19696220894357067
230412#395090#684820,1,0.5760965776669169
4409#112449#975366,1,0.38996410722395575
93043#711709#368633,1,0.9335050215462766
361311#261709#821276,1,0.3712436133146626
311873#716811#363531,0,0.09576184667734847
109810#407280#672637,1,0.7711062962631793
518556#226095#856718,1,0.8402670428672965
191935#125417#962416,1,0.7933421154056349
489601#875641#204701,0,0.28933795192846073
13272#407105#672816,1,0.33427418006251197
232947#758387#321955,1,0.40944055638590876
191140#801251#279091,1,0.4299402586390686
459059#684192#396150,1,0.36750083271712425
15682#496687#583655,1,0.4684655276552944
621642#158429#929683,1,0.5312585591430201
398966#229548#853288,1,0.6679219931298154
384946#925882#154460,0,0.31710055150453315
24908#564887#515455,0,0.1613348613680784
574626#356430#723435,1,0.5163692724384281
419091#208397#874313,1,0.48291946391021945
103469#908320#172022,0,0.26743031744338236
3594#376469#703386,1,0.4657047947978784
422163#730985#349357,1,0.34616161663220885
118009#682583#397759,1,0.33588397047611845
165308#131669#956203,1,0.8275275778466158
314220#959129#121213,1,0.9577286112398349
411178#1003943#76399,1,0.3939492151668974
230497#20475#1000018,1,0.43025687616453706
440792#551890#528452,1,0.39378552754997553
158296#962203#118139,1,0.6195330040101382
200340#725869#354473,1,0.40382628245862306
449116#248278#834720,1,0.48217210730505355
440093#1068838#11504,1,0.44521651820773633
431597#874813#205529,0,0.18442463113396612
10287#948602#131740,1,0.4427964176119678
65793#394175#685735,1,0.6692295176503187
157173#950690#129652,1,0.6301515885534836
276159#801465#278877,1,0.5923129161854954
380551#985752#94590,1,0.593241773732401
422432#890920#189422,1,0.4387942011203014
177090#706897#373445,1,0.6093924941742259
438070#827099#253243,0,0.31884928279547203
23698#979940#100402,0,0.29034112355398783
541286#199799#888470,0,0.30098300312347703
76831#830749#249593,1,0.3510941163573544
67584#1022802#57540,1,0.3570648301917449
244482#514265#566077,1,0.531527883486346
253647#707214#373128,1,0.41947025419316614
416355#59053#1045921,1,0.35478068676800634
5954#574571#505771,1,0.48204469426640556
236417#334563#746026,1,0.7624954515047423
12397#208041#874671,1,0.4586069133276643
116143#309854#773278,0,0.30157127729670685
468763#1037088#43254,1,0.49049227602770845
270848#546685#533657,1,0.9645768125586053
109239#370029#709823,0,0.28200028234301067
34665#857213#223129,1,0.6625209680277375
398367#262495#820489,1,0.6349331186873708
170488#827698#252644,1,0.39085118562398813
99461#977946#102396,1,0.5815592274476852
189532#511325#569017,1,0.3758861778966399
393106#366819#713041,1,0.6170466604001891
362360#425537#654439,1,0.4602610269501247
498368#290621#792435,1,0.6598399140616467
360468#968246#112096,1,0.3800542636710705
304963#229100#853734,1,0.8164091686452546
336242#766949#313393,1,0.3969277325177121
547940#671724#408618,1,0.37373228149974375
445768#85827#1019432,1,0.4074403084665189
280456#875632#204710,0,0.2928630832060343
552171#802137#278205,1,0.5510172550906143
204100#484369#595973,0,0.1406764451247009
205290#662727#417615,1,0.9548632863572338
4337#878564#201778,0,0.1334474251864368
592029#746751#333591,1,0.5914265222399184
73082#206401#878883,1,0.5093336179946687
375997#205228#880028,1,0.8171160178621917
17268#209601#873133,1,0.5304324525819659
272459#336600#743983,1,0.6375623168239672
12655#205853#879414,1,0.7030754956806667
416594#250786#832215,1,0.43584757761702636
472817#885462#194880,0,0.3238033829687613
